title,author,stars,reviews,category_id,publishedDate,category_name
The Ghosts of Berlin: Confronting German History in the Urban Landscape,Brian Ladd,4.4,119,24,2022-12-22,Travel
Rockhounding Arizona: A Guide to the State’s Best Rockhounding Sites,Gerry Blair,4.2,22,24,2022-10-01,Travel
My Family and Other Enemies,Mary Novakovich,4.3,23,24,2022-08-18,Travel
DK Eyewitness Top 10 Greek Islands (Pocket Travel Guide),DK Eyewitness,4.6,131,24,2022-04-05,Travel
The Manhattan Nobody Knows: An Urban Walking Guide,William B. Helmreich,4.6,107,24,2018-12-11,Travel
"Best Hiking in Southwest Colorado around Ouray, Telluride, Silverton and Lake City",Diane Greer,4.6,84,24,2019-03-02,Travel
Moon Dominican Republic (Travel Guide),Lebawit Lily Girma,4.4,68,24,2019-09-17,Travel
Through the French Canals: The Complete Planning Guide to Cruising the French Waterways,David Jefferson,4.6,21,24,2021-04-15,Travel
UNTETHERED: A Woman's Search for Self on the Edge of India - A Travel Memoir,C. L. Stambush,4.6,64,24,2021-02-20,Travel
101 Places to Pray Before You Die: A Roamin' Catholic's Guide,Thomas J. Craughwell,4.5,78,24,2017-06-18,Travel
You Are A Global Citizen: A Guided Journal for the Culturally Curious,Damon Dominique,4.7,141,24,2023-01-19,Travel
My Burning Tongue: Mexican Spanish,Lee Jamison,4.5,10,24,2021-09-23,Travel
Shawn Thornton: Fighting My Way To the Top,Shawn Thornton,4.6,264,24,2021-11-16,Travel
"Hidden Treasures of Walt Disney World Resort Hotels: Histories, Mysteries & Theming",Jim Korkis,4.7,95,24,2021-05-30,Travel
Girl Gone London: An American's Guide to Surviving Life in the UK,Kalyn Franke,4.4,138,24,2019-08-29,Travel
DK Eyewitness Top 10 Amsterdam (Pocket Travel Guide),DK Eyewitness,5.0,2,24,2023-08-22,Travel
Another Kyoto,Alex Kerr,4.6,141,24,2018-07-05,Travel
"A Foodie's Guide To The Mani: A Culinary Traveller's Handbook To Greek Cuisine (Kardamyli, Stoupa, Agios Nikolaos & Beyond)",Nicola Cairncross,5.0,1,24,2023-09-22,Travel
In The Shadow Of A Dark Star: Godwinks And The Search For A Golden Thread,Brent R. Mekosh,4.6,23,24,2023-01-30,Travel
La Vie: A year in rural France,John Lewis-Stempel,4.3,70,24,2023-05-18,Travel
DK Eyewitness Top 10 Amsterdam (Pocket Travel Guide),DK Eyewitness,4.6,277,24,2021-05-25,Travel
A Swift Guide to Butterflies of North America: Second Edition,Jeffrey Glassberg,4.7,185,24,2017-05-30,Travel
The History of Colombia: A Deep Dive into History and Culture,Mia Garcia-Son,5.0,1,24,2023-09-09,Travel
Retire in France By the Numbers: a detailed guide and checklist,Michael Burk,4.6,43,24,2021-05-03,Travel
A Lady's Life in the Rocky Mountains,Isabella L. Bird,4.5,10,24,2019-12-23,Travel
Settling in Thailand: An Expat Guide,Stephen Saad,4.7,28,24,2018-06-06,Travel
Once a Grand Duke,Grand Duke Alexander of Russia,4.4,161,24,2017-06-28,Travel
The White Rock: An Exploration of the Inca Heartland,Hugh Thomson,4.4,126,24,2022-09-01,Travel
Elks Lodge Camping: Directory of 528 Elks Lodges in 49 States,Sierra Carson,4.2,11,24,2023-04-25,Travel
San Diego Noir (Akashic Noir),Maryelizabeth Hart,3.5,28,24,2019-03-01,Travel
Rhine River Cruising: A Viking Journey of Castles and Chocolate,Sandi Jerome,3.0,12,24,2022-11-13,Travel
I'm Supposed to Be Doing This: An Adult Gap Year,Suzanne Roske,4.6,24,24,2023-01-09,Travel
Banff National Park Hiking Guide: The Best Twelve Trails for a Serene Escape in Canada,Vera Fuller,4.6,55,24,2023-06-10,Travel
Land of Lincoln: Adventures in Abe's America,Andrew Ferguson,4.4,102,24,2018-09-01,Travel
"Dearest Jim,: A Memoir of Love, Loss and Resilience",Mary E. Scott,4.7,9,24,2023-05-31,Travel
Inner Ranges: An Anthology of Mountain Thoughts and Mountain People,Geoff Powter,4.1,42,24,2018-10-23,Travel
Pompeii: An Archaeological Guide,Paul Wilkinson,4.6,67,24,2017-08-30,Travel
The Ottoman Cycle,S.J.A. Turney,4.4,9,24,2022-08-25,Travel
"Japan: A Guide to Traditions, Customs and Etiquette: Kata as the Key to Understanding the Japanese",Boye Lafayette De Mente,4.6,54,24,2018-03-20,Travel
"A Table in Paris: The Cafés, Bistros, and Brasseries of the World's Most Romantic City",John Donohue,4.3,130,24,2021-03-23,Travel
Lonely Planet Pocket Nice & Monaco (Pocket Guide),Gregor Clark,4.4,25,24,2022-11-01,Travel
Moroccan Mystique: Tales From A Timeless Journey,William Keenan,4.6,3,24,2023-01-22,Travel
A History Lover's Guide to Baltimore (History & Guide),Brennen Jensen,4.7,20,24,2021-06-07,Travel
Moving to Canada: A complete guide to immigrating to Canada without an attorney,Cori Carl,4.5,8,24,2022-02-02,Travel
DK Eyewitness England's South Coast (Travel Guide),DK Eyewitness,4.1,59,24,2021-05-11,Travel
Yank Down Under: A Drink and A Look Around Australia,Tim Sweeney,4.8,18,24,2023-06-30,Travel
Ancient America: Fifty Archaeological Sites to See for Yourself,Kenneth L Feder,4.8,27,24,2023-06-14,Travel
A Pig in Provence: Good Food and Simple Pleasures in the South of France,Georgeanne Brennan,4.0,748,24,2021-10-12,Travel
Sole Searching on the Appalachian Trail,Sam Ducharme,4.7,565,24,2018-11-26,Travel
Near the Exit: Travels with the Not-So-Grim Reaper,Lori Erickson,4.5,106,24,2019-08-13,Travel
The Greenhorn's Guide to Travel Trailers: Must-Know Information for All New RV Owners,Jeff Sprague,4.3,30,24,2021-10-08,Travel
"Moon Great Smoky Mountains National Park: Hiking, Camping, Scenic Drives (Travel Guide)",Jason Frye,4.6,15,24,2022-09-06,Travel
Alaska Traveler: Dispatches from America's Last Frontier,Dana Stabenow,4.3,309,24,2022-10-27,Travel
Giulia's Vineyard (Italian Romance Stories Vol.1),Maddi Magrì,3.5,35,24,2022-06-13,Travel
In a Land of Awe: Finding Reverence in the Search for Wild Horses,Chad Hanson,4.4,25,24,2022-09-13,Travel
A Country Between: Making a Home Where Both Sides of Jerusalem Collide,Stephanie Saldaña,4.5,131,24,2017-02-07,Travel
Adventures of a Young Naturalist: SIR DAVID ATTENBOROUGH'S ZOO QUEST EXPEDITIONS,David Attenborough,4.7,1897,24,2017-09-21,Travel
Not For Tourists Guide to London 2023,Not For Tourists,3.8,16,24,2022-11-01,Travel
Charleston: The Best Of Charleston For Short Stay Travel (Short Stay Travel - City Guides Book 31),Gary Jones,3.7,65,24,2018-10-09,Travel
The Bowery: The Strange History of New York's Oldest Street,Stephen Paul DeVil,4.3,453,24,2017-11-07,Travel
DK Eyewitness Top 10 Toronto (Pocket Travel Guide),DK Eyewitness,4.8,21,24,2023-02-28,Travel
It Happened at the Casino: A Las Vegas Chronicle,Mike Winger,3.7,49,24,2018-06-21,Travel
Blue Heaven,C.J. Box,4.5,11862,24,2022-12-15,Travel
Destination Blue Sky,Jen Johnson,5.0,14,24,2023-06-15,Travel
"World Cruising Routes: 1,000 Sailing Routes in All Oceans of the World",Jimmy Cornell,4.4,20,24,2022-03-31,Travel
Lonely Planet Pocket Paris (Pocket Guide),Jean-Bernard Carillet,4.6,260,24,2022-08-01,Travel
Pan-American Soul: Searching for the Meaning of Life on a Surf Trip from California to Brazil,Adrian Kojin,5.0,2,24,2022-11-08,Travel
50 Hikes in the Adirondack Mountains (1st Edition) (Explorer's 50 Hikes),Bill Ingersoll,4.6,70,24,2019-05-21,Travel
Passages: A family’s voyage towards spiritual discovery,Linda Trubridge,4.8,23,24,2018-06-27,Travel
The Voyage of The Aegre: From Scotland to the South Seas in a Shetland boat,Nicholas Grainger,4.9,14,24,2023-06-20,Travel
Lonely Planet Australia's Best Trips (Road Trips Guide),Paul Harding,4.8,17,24,2022-04-22,Travel
Let's Get Lost: the world's most stunning remote locations,Finn Beales,4.7,225,24,2021-10-19,Travel
Awesome Arizona: 200 Amazing Facts about the Grand Canyon State,Roger Naylor,4.7,38,24,2023-01-24,Travel
The History of Laos: From Monks to Manuscripts,Natcha Samak,5.0,1,24,2023-08-29,Travel
"Syracuse Travel Guide 2023: Unraveling the Treasures of Syracuse: Discovering the Hidden Gems, Natural Wonders: Explore Top Attractions, Day Trips and Outdoor Adventures in Sicily's Enchanting City",Sarah T. Burton,1.0,1,24,2023-07-24,Travel
Rwanda: with Eastern Congo (Bradt Travel Guides),Philip Briggs,4.7,38,24,2018-09-05,Travel
Ride On!!,John Black,4.9,38,24,2022-03-17,Travel
Bearback: The World Overland,Dr. Pat Garrod,4.6,169,24,2017-12-07,Travel
Northerners: The bestselling history of the North of England,Brian Groom,4.5,139,24,2022-04-14,Travel
Insight Guides Mexico (Travel Guide eBook) (Insight Guides Main Series),Insight Guides,4.7,4,24,2023-02-01,Travel
Ordinary Magic: A Father-Son Journey on The Colorado Trail,Todd Fahnestock,4.8,35,24,2021-03-04,Travel
"Walking London, Updated Edition: Thirty Original Walks In and Around London",Andrew Duncan,4.6,132,24,2019-07-01,Travel
The Hiking Book From Hell,Are Kalvø,4.0,20,24,2022-05-31,Travel
Cultivating Change: Regenerating Land and Love in the Age of Climate Crisis,Caro Feely,4.4,16,24,2023-06-15,Travel
Insight Guides Northern Spain (Travel Guide eBook),Insight Guides,2.0,2,24,2023-03-01,Travel
"Insight Guides Turkey (Travel Guide with Free eBook) (Insight Guides, 485)",Insight Guides,4.4,17,24,2019-09-01,Travel
Every Last Fear,Alex Finlay,4.3,5140,24,2021-03-02,Travel
Black Sea: Dispatches and Recipes – Through Darkness and Light,Caroline Eden,4.7,212,24,2018-11-01,Travel
The Rough Guide to Europe on a Budget (Travel Guide eBook) (Rough Guides),Rough Guides,4.3,20,24,2022-07-01,Travel
Paris Without Her: A Memoir,Gregory Curtis,3.7,48,24,2021-04-20,Travel
Hebridean Journey: The Magic of Scotland’s Outer Isles,Brigid Benson,4.9,10,24,2022-12-07,Travel
"Secret Washington DC: A Guide to the Weird, Wonderful, and Obscure",JoAnn Hill,4.5,117,24,2021-04-23,Travel
Beyond Bourbon St.: An Insider's Guide to New Orleans,Mark Bologna,4.8,138,24,2022-05-01,Travel
Moon New Zealand (Travel Guide),Jamie Christian Desplaces,4.2,11,24,2021-10-19,Travel
Stuck at Sea with the Bad Boy Billionaire: An Off-Limits Age Gap Romance,Wendy Stenson,4.7,29,24,2023-04-18,Travel
"How to Work in Denmark: Updated Edition: Tips on finding a job in Denmark, succeeding in Danish working culture, and understanding your Danish boss",Kay Xander Mellish,4.5,2,24,2022-11-01,Travel
"I Can't Believe We Live Here: The Wild But True Story of How We Dropped Everything in the States and Moved to Italy, Right Before the End of the World",Matt Walker,4.7,38,24,2023-03-21,Travel
"Red, White & Royal Blue: A Novel",Casey McQuiston,4.5,49959,28,2019-05-14,LGBTQ+ eBooks
Don't You Dare,CE Ricci,4.4,5041,28,2022-02-22,LGBTQ+ eBooks
Top Secret,Sarina Bowen,4.5,4553,28,2019-05-07,LGBTQ+ eBooks
I do,Cheyenne Blue,4.5,207,28,2023-08-20,LGBTQ+ eBooks
Until I Saw You,Dianna Roman,4.6,2921,28,2023-01-24,LGBTQ+ eBooks
For Love or Scandal: A Lesbian Romance,J.J. Arias,4.8,236,28,2023-07-04,LGBTQ+ eBooks
That Summer Feeling,Bridget Morrissey,4.2,271,28,2023-05-30,LGBTQ+ eBooks
Best Men,Sidney Karger,4.3,201,28,2023-05-02,LGBTQ+ eBooks
To the Moon and Back,N.R. Walker,4.5,3234,28,2023-02-23,LGBTQ+ eBooks
Unmasked,Mia Monroe,4.4,198,28,2023-08-10,LGBTQ+ eBooks
"Girl, Woman, Other: A Novel (Booker Prize Winner)",Bernardine Evaristo,4.4,7495,28,2019-11-12,LGBTQ+ eBooks
For Her Consideration: An Enchanting and Memorable Love Story (Out in Hollywood),Amy Spalding,4.3,500,28,2023-02-21,LGBTQ+ eBooks
When Dreams Change,Violet Morley,4.5,142,28,2023-07-09,LGBTQ+ eBooks
French Kissing: The Complete Series,Harper Bliss,4.7,101,28,2022-06-27,LGBTQ+ eBooks
The X Ingredient,Roslyn Sinclair,4.6,833,28,2019-10-01,LGBTQ+ eBooks
I Feel You Linger in the Air (หอมกลิ่นความรัก English Version),VIOLET RAIN everY,4.8,37,28,2022-10-05,LGBTQ+ eBooks
Starting Over,Nance Sparks,4.6,79,28,2023-05-16,LGBTQ+ eBooks
"Correct, Not Politically Correct: About Same-Sex Marriage and Transgenderism",Frank Turek,4.8,100,28,2023-03-24,LGBTQ+ eBooks
This Spells Disaster,Tori Anne Martin,4.4,17,28,2023-09-12,LGBTQ+ eBooks
The Summer Palace and Other Stories: A Captive Prince Short Story Collection,C.S. Pacat,4.7,1065,28,2018-10-24,LGBTQ+ eBooks
Wicked Things: A Collection of Paranormal MM Romance Novellas,Nyla K,4.4,445,28,2022-10-11,LGBTQ+ eBooks
Spa Resort Sisters: FFM Threesome Menage Fantasy,Kohen King,4.3,97,28,2023-07-27,LGBTQ+ eBooks
"Love, Hate & Clickbait: A Novel",Liz Bowery,4.2,445,28,2022-04-26,LGBTQ+ eBooks
Sainted,Jesse H Reign,4.5,1188,28,2023-01-19,LGBTQ+ eBooks
Hostage to Fortune,L.M. Somerton,3.7,5,28,2023-09-26,LGBTQ+ eBooks
A Perfect Place to Cry,S-Jay Hart,4.6,266,28,2023-06-23,LGBTQ+ eBooks
Disoriental,Négar Djavadi,4.3,657,28,2019-10-08,LGBTQ+ eBooks
"Us, Et Cetera",Kit Vincent,4.6,110,28,2023-07-25,LGBTQ+ eBooks
And Then She Kissed Me,Harper Bliss,4.6,683,28,2022-01-23,LGBTQ+ eBooks
An Article Of Lies: Another one of those MM Arranged Marriage Stories between two princes this time,Lisa Oliver,4.5,325,28,2023-04-06,LGBTQ+ eBooks
Ray of Sunshine,Casey Cox,4.3,92,28,2023-09-04,LGBTQ+ eBooks
White Noise,Sophia Soames,4.5,111,28,2023-08-15,LGBTQ+ eBooks
The Tapestry of a Heart,Erin Zak,4.6,372,28,2023-05-25,LGBTQ+ eBooks
The Lay of You,Corrie MacKay,4.7,12,28,2023-09-01,LGBTQ+ eBooks
Captive in the Underworld: A Dark Lesbian Romance Novel,Lianyu Tan,4.3,625,28,2021-01-08,LGBTQ+ eBooks
Siren Queen,Nghi Vo,4.1,478,28,2022-05-10,LGBTQ+ eBooks
DELIRIUM NOCTURNUM: House of Glass: A Sapphic Vampire Romantic Thriller Collection Including Books 1-4,Rojana Krait,4.2,15,28,2023-08-01,LGBTQ+ eBooks
"Revenge is Sweet: A Fake-Dating, MM Romance",Felice Stevens,4.3,998,28,2023-03-06,LGBTQ+ eBooks
Galaxies and Oceans,N.R. Walker,4.5,2076,28,2018-06-23,LGBTQ+ eBooks
The Adult,Bronwyn Fischer,4.0,81,28,2023-05-23,LGBTQ+ eBooks
False Justice,Adam Carpenter,4.8,7,28,2023-09-10,LGBTQ+ eBooks
My Demon Daddy: A Dark MM Omegaverse Fantasy,Joe Satoria,4.3,42,28,2023-08-17,LGBTQ+ eBooks
Out to Get Her,Leigh Landry,4.3,81,28,2023-08-02,LGBTQ+ eBooks
WitchBound,Ariel Ellman,4.2,88,28,2023-01-28,LGBTQ+ eBooks
The Only Fish in the Sea,Angie Williams,4.3,15,28,2023-08-15,LGBTQ+ eBooks
"You & I, Rewritten: A Novel",Chip Pons,4.1,453,28,2022-08-23,LGBTQ+ eBooks
Go Around,E. J. Noyes,4.6,679,28,2021-12-01,LGBTQ+ eBooks
Schuss,E. J. Noyes,4.4,277,28,2022-12-01,LGBTQ+ eBooks
Unwrap Him: A Guardian/Ward Holiday MM Novella,Nyla K,4.4,340,28,2022-12-02,LGBTQ+ eBooks
Call of the Moon,C. A. Hall,4.3,26,28,2023-09-05,LGBTQ+ eBooks
Up With the Sun: A novel,Thomas Mallon,4.1,146,28,2023-02-07,LGBTQ+ eBooks
Crossing the Line: An Age Gap Lesbian Romance,J.J. Arias,4.6,876,28,2022-04-19,LGBTQ+ eBooks
When the Past Finds You,Adrian J. Smith,4.4,441,28,2023-03-07,LGBTQ+ eBooks
Work In Progress,Olivia Lucas,4.5,750,28,2022-07-18,LGBTQ+ eBooks
Bunny: TikTok made me buy it!,Mona Awad,3.8,7195,28,2019-06-13,LGBTQ+ eBooks
How To Write An Autobiographical Novel: Essays,Alexander Chee,4.5,686,28,2018-04-17,LGBTQ+ eBooks
Once in a Lifetime,Harper Bliss,4.5,623,28,2018-02-25,LGBTQ+ eBooks
Liarmouth: A Feel-Bad Romance: A Novel,John Waters,3.9,490,28,2022-05-03,LGBTQ+ eBooks
The Sound Of Us,Jen Samson,4.6,483,28,2023-03-17,LGBTQ+ eBooks
Behind the Scenes,Karelia Stetz-Waters,4.4,216,28,2023-01-31,LGBTQ+ eBooks
Feral Woods,M.C. Roth,4.3,138,28,2023-01-10,LGBTQ+ eBooks
My Prince,Anna Martin,4.2,314,28,2019-11-03,LGBTQ+ eBooks
The Anonymous Hookup: A Heart-warming MM Novella,Jax Calder,4.7,1924,28,2022-06-02,LGBTQ+ eBooks
Double Exposure: A F/NBi Enemies to Lovers Romantic Suspense,Rien Gray,4.8,14,28,2023-09-04,LGBTQ+ eBooks
Small Angels: A Novel,Lauren Owen,4.2,229,28,2022-08-02,LGBTQ+ eBooks
Under the Sitka Sky,Violet Morley,4.5,778,28,2021-10-16,LGBTQ+ eBooks
Puck Me: MMM First Time Romance,Van Cole,3.8,33,28,2023-09-03,LGBTQ+ eBooks
Tank Takes Charge - Part One,Keegan Kennedy,4.3,73,28,2023-05-16,LGBTQ+ eBooks
Love & Other Disasters,Anita Kelly,4.3,766,28,2022-01-18,LGBTQ+ eBooks
A Sea of Endless Light: An MM Sci-Fi Forbidden Love Romance,Chani Lynn Feener,4.6,143,28,2022-10-21,LGBTQ+ eBooks
A Kink in the Deal: An MMF Enemies to Lovers Romance,Kristin Lance,4.3,59,28,2023-01-23,LGBTQ+ eBooks
FEMBOY HOOTERS: A Tale of Reluctant Feminization,Nikki Crescent,4.3,127,28,2023-02-05,LGBTQ+ eBooks
The Kite,N.R. Walker,4.6,2115,28,2022-06-28,LGBTQ+ eBooks
In Rotation: A Gradual Feminization Story,Jennifer Sweet,4.6,160,28,2023-01-31,LGBTQ+ eBooks
The Work Wife: A Novel,Alison B. Hart,3.8,442,28,2022-07-19,LGBTQ+ eBooks
Ready...Set...Pride!,Truscott Jones,4.4,15,28,2023-08-17,LGBTQ+ eBooks
Tory Gets Tied,JJ Argus,3.5,7,28,2023-08-17,LGBTQ+ eBooks
Vacation Share: A Hotwife Fantasy,Lexi Archer,3.9,21,28,2023-08-13,LGBTQ+ eBooks
Truly Enough,J.J. Hale,4.3,31,28,2023-06-13,LGBTQ+ eBooks
Off The Ice: Gay First Time Romance,Van Cole,3.9,17,28,2023-09-18,LGBTQ+ eBooks
24 Dares of Christmas: A Bi Awakening MM Holiday Romance,Lee Blair,4.7,215,28,2022-11-01,LGBTQ+ eBooks
The Missing Piece,Kat Jackson,4.3,42,28,2023-06-02,LGBTQ+ eBooks
PREGGO: A Tale of Magical Feminization,Nikki Crescent,3.9,48,28,2023-06-04,LGBTQ+ eBooks
Bound to Him,Ki Brightly,4.4,698,28,2022-02-10,LGBTQ+ eBooks
A Glimpse Into Your Soul,Char Dafoe,4.6,28,28,2023-08-20,LGBTQ+ eBooks
Himbro,Honey London,4.4,447,28,2023-05-25,LGBTQ+ eBooks
Battle for the Top: A Gay Sports Romance,Ariella Zoelle,4.1,252,28,2021-06-28,LGBTQ+ eBooks
TRAP & BAIT: A Tale of Reluctant Feminization,Nikki Crescent,4.5,18,28,2023-08-20,LGBTQ+ eBooks
Living Off Campus,Dick Parker,4.3,266,28,2023-01-15,LGBTQ+ eBooks
Lifeline,K.C. Wells,4.4,453,28,2023-03-22,LGBTQ+ eBooks
Queen Vs Queen: She Meets Her Match,Anne Hagan,4.3,136,28,2023-03-21,LGBTQ+ eBooks
Training Him: A Feminization Tale: Part Three (Blue Label Edition),Ann Michelle,4.7,8,28,2023-07-30,LGBTQ+ eBooks
Without a Saddle: A Futa Centaur Erotica Collection,Alison Osias,4.2,6,28,2023-05-21,LGBTQ+ eBooks
Decadence,Ronica Black,3.8,15,28,2023-08-15,LGBTQ+ eBooks
Mistaken Identity,Donna Jay,4.4,402,28,2018-01-14,LGBTQ+ eBooks
The Words We've Never Said,J.H. Knight,4.5,234,28,2022-11-29,LGBTQ+ eBooks
Under the Stars With You,Jaime Clevenger,4.4,62,28,2023-03-31,LGBTQ+ eBooks
Blend,Georgia Beers,4.6,766,28,2018-04-17,LGBTQ+ eBooks
Perspective,Monica McCallan,4.6,831,28,2019-09-01,LGBTQ+ eBooks
The Lighthouse Keeper: A Victorian Gothic M/M Romance,Liv Rancourt,4.0,36,28,2023-07-06,LGBTQ+ eBooks
"Sexed Up: How Society Sexualizes Us, and How We Can Fight Back",Julia Serano,4.5,31,28,2022-05-17,LGBTQ+ eBooks
RELUCTANT BOYS: 15 Book Reluctant Feminization Mega Bundle,Nikki Crescent,4.4,18,28,2022-11-14,LGBTQ+ eBooks
Night Shift: A Choose-Your-Own Erotic Fantasy,Joanna Angel,3.8,146,28,2018-02-06,LGBTQ+ eBooks
Tequila Kisses,T. Ashleigh,4.4,211,28,2023-03-21,LGBTQ+ eBooks
The Awe of God: The Astounding Way a Healthy Fear of God Transforms Your Life,John Bevere,4.9,1282,30,2023-02-21,Religion & Spirituality
Living Untethered: Beyond the Human Predicament,Michael A. Singer,4.8,3510,30,2022-05-10,Religion & Spirituality
"The Holy Word for Morning Revival - Knowing, Experiencing, and Living the All-inclusive Christ for the Genuine Church Life",Witness Lee,5.0,35,30,2023-04-04,Religion & Spirituality
Life Worth Living: A Guide to What Matters Most,Miroslav Volf,4.5,254,30,2023-03-28,Religion & Spirituality
"Trust: Knowing When to Give It, When to Withhold It, How to Earn It, and How to Fix It When It Gets Broken",Henry Cloud,4.8,249,30,2023-03-28,Religion & Spirituality
The Tony Evans Bible Commentary: Advancing God's Kingdom Agenda,Tony Evans,4.9,6435,30,2019-10-01,Religion & Spirituality
Hard Is Not the Same Thing as Bad: The Perspective Shift That Could Completely Change the Way You Mother,Abbie Halberstadt,4.9,109,30,2023-09-05,Religion & Spirituality
"The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Gabor Maté,4.8,3024,30,2022-09-13,Religion & Spirituality
"The Dream, the Journey, Eternity, and God: Channeled Answers to Life's Deepest Questions",Sara Landon,4.9,239,30,2023-06-13,Religion & Spirituality
God's Wisdom for Navigating Life: A Year of Daily Devotions in the Book of Proverbs,Timothy Keller,4.8,2316,30,2017-11-07,Religion & Spirituality
The Warning: Testimonies and Prophecies of the Illumination of Conscience,Christine Watkins,4.8,5673,30,2019-11-09,Religion & Spirituality
Strange New World: How Thinkers and Activists Redefined Identity and Sparked the Sexual Revolution,Carl R. Trueman,4.8,784,30,2022-03-15,Religion & Spirituality
"Metabolism Makeover: Ditch the Diet, Train Your Brain, Drop the Weight for Good",Megan Hansen,4.7,274,30,2023-05-02,Religion & Spirituality
The Bible vs. Biblical Womanhood: How God's Word Consistently Affirms Gender Equality,Philip Barton Payne,4.7,62,30,2023-04-04,Religion & Spirituality
"Tired of Trying: How to Hold On to God When You’re Frustrated, Fed Up, and Feeling Forgotten",Ashley Morgan Jackson,4.9,78,30,2023-08-01,Religion & Spirituality
Revealing Revelation: How God's Plans for the Future Can Change Your Life Now,Amir Tsarfati,4.9,4740,30,2022-05-03,Religion & Spirituality
Prayers and Decrees that Activate Angel Armies: Releasing God's Angels into Action,Tim Sheets,4.8,380,30,2022-10-18,Religion & Spirituality
Love's Light in the Frontier's Shadows: An Inspirational Romance Novel,Lilah Rivers,4.5,42,30,2023-09-13,Religion & Spirituality
The 40-Day Sugar Fast: Where Physical Detox Meets Spiritual Transformation (A Daily Devotional Journey to Stop Fixating on Food and Fix Your Eyes on Jesus),Wendy Speake,4.7,8085,30,2019-11-05,Religion & Spirituality
Closer Than Your Next Breath: Where Is God When You Need Him Most?,Susie Larson,4.9,141,30,2023-08-15,Religion & Spirituality
Love Inspired September 2023 Box Set - 2 of 2,Leigh Bale,4.6,10,30,2023-08-22,Religion & Spirituality
NLT One Year Chronological Study Bible,Tyndale,4.8,276,30,2022-09-20,Religion & Spirituality
"When People Are Big and God Is Small: Overcoming Peer Pressure, Codependency, and the Fear of Man",Ed Welch,4.6,55,30,2023-06-11,Religion & Spirituality
NEBRASKA,Brad Dennison,4.5,426,30,2023-06-28,Religion & Spirituality
"Living Faith - Daily Catholic Devotions, Volume 39 Number 2 - 2023 July, August, September",Living Faith,4.4,26,30,2023-05-30,Religion & Spirituality
"Impossible Christianity: Why Following Jesus Does Not Mean You Have to Change the World, Be an Expert in Everything, Accept Spiritual Failure, and Feel Miserable Pretty Much All the Time",Kevin DeYoung,4.6,33,30,2023-07-24,Religion & Spirituality
Blessed: Experiencing the Promise of the Book of Revelation,Nancy Guthrie,4.8,380,30,2022-03-30,Religion & Spirituality
Apocalypse One Percenters,Pete Garcia,5.0,7,30,2023-09-22,Religion & Spirituality
Love Inspired Suspense August 2023 - Box Set 1 of 2,Sharon Dunn,4.8,51,30,2023-07-25,Religion & Spirituality
Father Amorth : My Battle Against Satan,Fr. Gabriele Amorth,4.7,455,30,2018-10-02,Religion & Spirituality
Curveball: When Your Faith Takes Turns You Never Saw Coming (or How I Stumbled and Tripped My Way to Finding a Bigger God),Peter Enns,4.6,205,30,2023-02-07,Religion & Spirituality
The Everyday Life Bible: The Power of God's Word for Everyday Living,Joyce Meyer,4.8,6209,30,2018-04-10,Religion & Spirituality
Love Inspired Suspense August 2023 - Box Set 2 of 2,Dana R. Lynn,4.6,38,30,2023-07-25,Religion & Spirituality
Marriage (Repackage): 6 Gospel Commitments Every Couple Needs to Make,Paul David Tripp,4.8,985,30,2021-04-14,Religion & Spirituality
"Live in Grace, Walk in Love: A 365-Day Journey",Bob Goff,4.8,5090,30,2019-10-15,Religion & Spirituality
No Greater Love: A Biblical Vision for Friendship,Rebecca McLaughlin,5.0,5,30,2023-09-05,Religion & Spirituality
The World of the End: How Jesus' Prophecy Shapes Our Priorities,David Jeremiah,4.8,854,30,2022-10-04,Religion & Spirituality
The Jewels of Paradise,Donna Leon,3.7,2725,30,2019-12-13,Religion & Spirituality
Enduring Amish Love Stories: 24 Book Box Set,Naomi Troyer,4.5,174,30,2023-04-10,Religion & Spirituality
Siddhartha: A Herman Hesse Classics (Unabridged And Complete Edition),Herman Hesse,4.7,3504,30,2023-10-01,Religion & Spirituality
Stand Strong: 365 Devotions for Men by Men,Our Daily Bread Ministries,4.8,6701,30,2018-10-04,Religion & Spirituality
Hope Beyond the Waves,Heidi Chiavaroli,4.8,235,30,2022-06-28,Religion & Spirituality
Prayer in the Night: For Those Who Work or Watch or Weep,Tish Harrison Warren,4.8,1165,30,2021-01-26,Religion & Spirituality
"Holy Sexuality and the Gospel: Sex, Desire, and Relationships Shaped by God's Grand Story",Christopher Yuan,4.8,893,30,2018-11-20,Religion & Spirituality
Great Lion of God: A Novel About Saint Paul,Taylor Caldwell,4.6,881,30,2017-01-31,Religion & Spirituality
40 Days Through the Bible: The Answers to Your Deepest Longings,Lysa TerKeurst,4.8,1141,30,2022-02-15,Religion & Spirituality
Infiltration: The Plot to Destroy the Church from Within,Taylor Marshall,4.8,5343,30,2019-05-23,Religion & Spirituality
The Extraordinary Deaths of Mrs. Kip: A Novel,Sara Brunsvold,4.7,471,30,2022-07-05,Religion & Spirituality
Grit Don't Quit: Developing Resilience and Faith When Giving Up Isn't an Option,Bianca Juarez Olthoff,4.9,33,30,2023-08-29,Religion & Spirituality
"Love and Hope in a Small Town: Ten sweet, heartwarming small-town romances",Alexa Verde,4.6,1016,30,2022-09-11,Religion & Spirituality
