title,author,stars,reviews,category_id,publishedDate,category_name
Architectural Approach to Level Design: Second edition,Christopher W. Totten,4.7,64,10,2019-04-25,Computers & Technology
"aPHR Associate Professional in Human Resources Certification All-in-One Exam Guide, Second Edition",Christina Nishiyama,4.8,15,10,2022-04-08,Computers & Technology
A.I. Whisperer: A Guide to Prompt Engineering Large Language Models,R.E. Tessier,5.0,5,10,2023-09-08,Computers & Technology
Exploring BeagleBone: Tools and Techniques for Building with Embedded Linux,Derek Molloy,4.7,119,10,2018-12-17,Computers & Technology
PRINCE2 Study Guide: 2017 Update,David Hinde,4.6,528,10,2021-05-16,Computers & Technology
Spring Boot in Practice,Somnath Musib,4.0,4,10,2022-08-30,Computers & Technology
"Kali Linux Hacking: A Complete Step by Step Guide to Learn the Fundamentals of Cyber Security, Hacking, and Penetration Testing. Includes Valuable Basic Networking Concepts.",Ethem Mining,4.3,243,10,2019-12-06,Computers & Technology
"CEH Certified Ethical Hacker All-in-One Exam Guide, Fourth Edition",Matt Walker,4.7,517,10,2019-03-22,Computers & Technology
Salesforce End-to-End Implementation Handbook: A practitioner's guide for setting up programs and projects to deliver superior business outcomes,Kristian Margaryan Jorgensen,4.7,19,10,2023-03-10,Computers & Technology
Frontend Development Projects with Vue.js 3: Learn the fundamentals of building scalable web applications and dynamic user interfaces with Vue.js,Maya Shavin,4.2,15,10,2023-03-17,Computers & Technology
ChatGPT Simplified: Non-Tech Beginners Guide to Understanding AI - Learn to Craft Effective Prompts and Create Compelling Content,AI Explained,4.8,62,10,2023-05-22,Computers & Technology
The ChatGPT-4 Alchemist: The Secret to Mastering Prompts: Creating Innovative Prompts for Success in Any Profession or Study,Jk Novak,4.7,27,10,2023-07-14,Computers & Technology
ADOBE PREMIERE PRO 2023: An Illustrated Step-By-Step Guide for Beginners,Kyle McAnthony,4.5,8,10,2023-04-13,Computers & Technology
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,Florent Buisson,4.3,23,10,2021-06-15,Computers & Technology
AWS Certified Cloud Practitioner Exam Guide: Build your cloud computing knowledge and build your skills as an AWS Certified Cloud Practitioner (CLF-C01),Rajesh Daswani,4.5,27,10,2022-01-13,Computers & Technology
Data-oriented design: software engineering for limited resources and short schedules,Richard Fabian,4.3,108,10,2018-10-07,Computers & Technology
But I'm Not An Expert!: Go from newbie to expert and radically skyrocket your influence without feeling like a fraud,Meera Kothand,4.4,458,10,2018-10-08,Computers & Technology
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,Al Sweigart,4.7,382,10,2018-01-23,Computers & Technology
Bit by Bit: Social Research in the Digital Age,Matthew J. Salganik,4.6,87,10,2017-11-27,Computers & Technology
Aruba Certified Network Security Professional : Official Certification Study Guide (HPE6-A83),Miriam Allred,4.0,2,10,2022-03-17,Computers & Technology
Advanced Deep Learning with Python: Design and implement advanced next-generation AI solutions using TensorFlow and PyTorch,Ivan Vasilev,4.6,31,10,2019-12-12,Computers & Technology
Architecture and Design of the Linux Storage Stack: Gain a deep understanding of the Linux storage landscape and its well-coordinated layers,Muhammad Umer,4.7,11,10,2023-07-28,Computers & Technology
The CISO Evolution: Business Knowledge for Cybersecurity Executives,Matthew K. Sharp,4.5,52,10,2022-01-13,Computers & Technology
How to Speak Machine: Computational Thinking for the Rest of Us,John Maeda,4.3,134,10,2019-11-12,Computers & Technology
Mustafa Suleyman: An AI Pioneer Unravels The Risks Of The Coming Powerful Wave Of AI And Modern Technology,Bill Brandy,2.5,4,10,2023-09-02,Computers & Technology
Exam Ref AZ-800 Administering Windows Server Hybrid Core Infrastructure (3570357),Orin Thomas,3.9,13,10,2022-08-31,Computers & Technology
Software Architect’s Handbook: Become a successful software architect by implementing effective architecture concepts,Joseph Ingeno,4.3,117,10,2018-08-30,Computers & Technology
The Private Is Political: Networked Privacy and Social Media,Alice E. Marwick,5.0,1,10,2023-05-01,Computers & Technology
ChatGPT For KDP: A manual from an experienced self-publisher to nonfiction authors for writing the book you were born to write with ChatGPT prompts mastering,Steve Covey,4.2,16,10,2023-01-29,Computers & Technology
Secure by Design,Daniel Sawano,4.6,53,10,2019-09-03,Computers & Technology
The Workflow of Data Analysis Using Stata,J. Scott Long,4.5,50,10,2017-03-27,Computers & Technology
aPHR Associate Professional in Human Resources Certification All-in-One Exam Guide,Dory Willer,4.6,209,10,2017-07-07,Computers & Technology
ChatGPT Millions: Ideas to Generate Your First Million Using ChatGPT and AI,Omar Johnson,4.2,24,10,2023-07-26,Computers & Technology
Ahead in the Cloud: Best Practices for Navigating the Future of Enterprise IT,Stephen Orban,4.5,422,10,2018-04-04,Computers & Technology
Life in Code: A Personal History of Technology,Ellen Ullman,4.4,112,10,2017-08-08,Computers & Technology
"Going the Distance with Babylon.js: Building extensible, maintainable, and attractive browser-based interactive applications using JavaScript",Josh Elster,3.9,15,10,2022-09-16,Computers & Technology
"Jira 8 Essentials: Effective project tracking and issue management with enhanced Jira 8.21 and Data Center features, 6th Edition",Patrick Li,4.5,19,10,2022-10-28,Computers & Technology
Beginning Power Apps: The Non-Developer's Guide to Building Business Applications,Tim Leung,4.2,51,10,2021-03-14,Computers & Technology
Practical IoT Hacking: The Definitive Guide to Attacking the Internet of Things,Fotios Chantzis,4.7,179,10,2021-03-23,Computers & Technology
Beginning C# 7 Programming with Visual Studio 2017,Benjamin Perkins,4.4,69,10,2018-03-20,Computers & Technology
A GUIDE ON HOW TO USE AMAZON DIGITAL REWARDS IN SIMPLE STEPS,Kingdom Johnson,2.5,2,10,2023-08-16,Computers & Technology
Hands-On Application Development with PyCharm: Accelerate your Python applications using practical coding techniques in PyCharm,Quan Nguyen,4.5,25,10,2019-09-27,Computers & Technology
Azure Security Cookbook: Practical recipes for securing Azure resources and operations,Steve Miles,4.5,12,10,2023-03-24,Computers & Technology
"Splunk Certified Study Guide: Prepare for the User, Power User, and Enterprise Admin Certifications",Deep Mehta,3.7,47,10,2021-02-26,Computers & Technology
"Beginning Apache Spark 3: With DataFrame, Spark SQL, Structured Streaming, and Spark Machine Learning Library",Hien Luu,4.6,3,10,2021-10-22,Computers & Technology
Very Bad People: The Inside Story of the Fight Against the World’s Network of Corruption,Patrick Alley,4.4,195,10,2022-03-17,Computers & Technology
"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Anirudh Koul,4.6,143,10,2019-10-14,Computers & Technology
A Project to Find the Fundamental Theory of Physics,Stephen Wolfram,4.5,140,10,2021-03-27,Computers & Technology
The Google Ads Strategist's Handbook 2023: The Indispensable Practical Guide to Profitable Campaigns,Matthieu Tran-Van,3.7,3,10,2023-01-30,Computers & Technology
"GO! with Microsoft Office 365, PowerPoint 2019 Comprehensive",Shelley Gaskin,5.0,3,10,2019-03-19,Computers & Technology
Apple Watch For Dummies,Marc Saltzman,4.7,12,10,2022-11-22,Computers & Technology
Model-Driven DevOps: Increasing agility and security in your physical network through DevOps,Steven Carter,3.5,3,10,2022-06-29,Computers & Technology
The Secret to Cybersecurity: A Simple Plan to Protect Your Family and Business from Cybercrime,Scott Augenbaum,4.7,204,10,2019-01-29,Computers & Technology
Information Theory: A Tutorial Introduction (2nd Edition),James Stone,4.5,10,10,2022-11-19,Computers & Technology
Incident Response Workbook: Hands-on Activities in Incident Response Using PowerShell (Incident Response and Forensics),Michael Robinson,5.0,1,10,2023-05-04,Computers & Technology
The Art of Attack: Attacker Mindset for Security Professionals,Maxie Reynolds,4.5,86,10,2021-07-08,Computers & Technology
SCSP SNIA Certified Storage Professional All-in-One Exam Guide (Exam S10-110),Eric A. Vanderburg,4.5,17,10,2017-03-31,Computers & Technology
"Azure for Developers: Implement rich Azure PaaS ecosystems using containers, serverless services, and storage solutions, 2nd Edition",Kamil Mrzyglod,4.2,12,10,2022-09-22,Computers & Technology
McGraw Hill's National Electrical Safety Code (NESC) 2023 Handbook,David J. Marne,4.1,8,10,2023-02-04,Computers & Technology
Visual Studio Code for Python Programmers,April Speight,4.5,25,10,2021-06-04,Computers & Technology
Dramatic Storytelling & Narrative Design: A Writer’s Guide to Video Games and Transmedia,Ross Berger,4.8,16,10,2019-08-29,Computers & Technology
The Game Writing Guide: Get Your Dream Job and Keep It,Anna Megill,5.0,2,10,2023-05-22,Computers & Technology
"Taking Blender to the Next Level: Implement advanced workflows such as geometry nodes, simulations, and motion tracking for Blender production pipelines",Ruan Lotter,4.7,17,10,2022-05-30,Computers & Technology
Azure: Microsoft Azure Fundamentals (AZ-900) Practice Tests,Ronaldo Pelins,4.4,95,10,2021-01-03,Computers & Technology
Huntress Clan Saga Complete Series Boxed Set: Books 1-6,Jamie Davis,4.6,968,10,2021-03-08,Computers & Technology
Practical TLA+: Planning Driven Development,Hillel Wayne,4.7,40,10,2018-10-11,Computers & Technology
Practical Design Patterns for Java Developers: Hone your software design skills by implementing popular design patterns in Java,Miroslav Wengner,4.2,21,10,2023-02-03,Computers & Technology
"Full Stack Development with Spring Boot and React: Build modern and scalable web applications using the power of Java and React, 3rd Edition",Juha Hinkula,3.9,17,10,2022-04-28,Computers & Technology
Amazon Kindle Scribe User Guide 1st Generation: A Comprehensive Manual to the Kindle Scribe E-Reader With Stylus Pen; With Step-By-Step Instructions And Tips For Beginners To Master The Tablet.,Leonard A. McFizz,3.2,6,10,2023-02-05,Computers & Technology
"Streaming Systems: The What, Where, When, and How of Large-Scale Data Processing",Tyler Akidau,4.2,123,10,2018-07-16,Computers & Technology
"Cybersecurity: Politics, Governance and Conflict in Cyberspace",Damien Van Puyvelde,4.6,35,10,2019-08-05,Computers & Technology
Automating Workflows with GitHub Actions: Automate software development workflows and seamlessly deploy your applications using GitHub Actions,Priscila Heller,4.3,30,10,2021-11-11,Computers & Technology
Competing in the Connecting World: The Future of Your Industry Is Already Here,Gregg Garrett,4.6,38,10,2018-07-09,Computers & Technology
Software Architecture Metrics,Christian Ciceri,4.5,29,10,2022-05-18,Computers & Technology
"Complete Guide to Test Automation: Techniques, Practices, and Patterns for Building and Maintaining Effective Software Projects",Arnon Axelrod,4.5,61,10,2018-09-22,Computers & Technology
AI Unveiled: A Beginner's Journey into the World of Artificial Intelligence: An introduction to AI concept and the world of Artificial Intelligence.,Rasmus Mencke,5.0,1,10,2023-08-25,Computers & Technology
Java Programming,Joyce Farrell,4.4,108,10,2018-03-08,Computers & Technology
"Business Analysis Agility: Delivering Value, Not Just Software",James Robertson,4.8,17,10,2018-10-05,Computers & Technology
"Facebook, Twitter, & Instagram For Seniors For Dummies",Marsha Collier,4.0,306,10,2018-11-28,Computers & Technology
"Basic Security Testing with Kali Linux, Fourth Edition",Daniel Dieterle,5.0,4,10,2023-06-01,Computers & Technology
Introduction to Logic Circuits & Logic Design with Verilog,Brock J. LaMeres,4.5,22,10,2019-04-10,Computers & Technology
"Building Modern SaaS Applications with C# and .NET: Build, deploy, and maintain professional SaaS applications",Andy Watt,4.8,6,10,2023-06-23,Computers & Technology
Network Forensics: Privacy and Security,Anchit Bijalwan,2.0,1,10,2021-12-27,Computers & Technology
"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs Lab Manual, Sixth Edition (Exams 220-1001 & 220-1002)",Mike Meyers,4.7,85,10,2019-07-05,Computers & Technology
"From Malthus to Mars: How to Live, Lead, and Learn in an Exponential World",Nicolai Nielsen,4.3,11,10,2023-03-21,Computers & Technology
Vue.js in Action,Erik Hanchett,4.3,39,10,2018-09-10,Computers & Technology
WordPress for Beginners 2022: A Visual Step-by-Step Guide to Mastering WordPress (Webmaster Series),Dr. Andy Williams,4.2,196,10,2021-12-12,Computers & Technology
"ARTIFICIAL INTELLIGENCE 2023: Uncover one of the biggest trends of this decade, get ready now and take advantage of the artificial intelligence and of its arrival on the market.",Unity Hopkins,4.7,30,10,2023-07-15,Computers & Technology
Java OOP Done Right: Create object oriented code you can be proud of with modern Java,Alan Mellor,4.6,21,10,2021-04-05,Computers & Technology
A History of Video Games in 64 Objects,The World Video Game Hall of Fame,4.7,73,10,2018-05-29,Computers & Technology
SVG Animations: From Common UX Implementations to Complex Responsive Animation,Sarah Drasner,4.2,61,10,2017-03-17,Computers & Technology
"Google Cloud for Developers: Write, migrate, and extend your code by leveraging Google Cloud",Hector Parra Martinez,4.8,8,10,2023-05-26,Computers & Technology
"ITIL® 4 Direct, Plan and Improve (DPI) - Your companion to the ITIL 4 Managing Professional and Strategic Leader DPI certification",Claire Agutter,4.4,25,10,2021-02-23,Computers & Technology
iPhone 15 Pro Max User Guide: The Most Complete User Manual with Tips & Tricks for Beginners and Seniors to Master the New Apple iPhone 15 Pro Max and Latest Hidden Features in iOS 17,Curtis Campbell,5.0,4,10,2023-09-19,Computers & Technology
Learning TensorFlow.js: Powerful Machine Learning in JavaScript,Gant Laborde,4.6,39,10,2021-05-10,Computers & Technology
Break Out of Boredom: Low-Tech Solutions for Highly Engaging Zoom Events,Robbie Samuels,4.9,241,10,2023-03-02,Computers & Technology
How to NOT Suck at Presentations: Transform Your Presentation Skills from Boring to Badass,Fern Chan,4.7,51,10,2021-10-18,Computers & Technology
Machines like Us: Toward AI with Common Sense,Ronald J. Brachman,4.5,14,10,2022-05-17,Computers & Technology
Ransomware and Cyber Extortion: Response and Prevention,Sherri Davidoff,5.0,1,10,2022-10-18,Computers & Technology
Solving Cyber Risk: Protecting Your Company and Society,Andrew Coburn,4.0,14,10,2018-12-14,Computers & Technology
The AI-First Company: How to Compete and Win with Artificial Intelligence,Ash Fontana,4.1,62,10,2021-05-04,Computers & Technology
Django RESTful Web Services: The easiest way to build Python RESTful APIs and web services with Django,Gaston C. Hillar,4.1,27,10,2018-01-25,Computers & Technology
"Create Your Successful Agile Project: Collaborate, Measure, Estimate, Deliver",Johanna Rothman,4.7,21,10,2017-11-20,Computers & Technology
The Secrets of AI: a Math-Free Guide to Thinking Machines,Mukesh Borar,4.8,17,10,2023-02-16,Computers & Technology
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt,Somanath Nanda,4.1,37,10,2021-03-19,Computers & Technology
Multithreaded Javascript,II Thomas Hunter,4.7,19,10,2021-09-22,Computers & Technology
Automated Machine Learning on AWS: Fast-track the development of your production-ready machine learning applications the AWS way,Trenton Potgieter,4.8,11,10,2022-04-15,Computers & Technology
Do It Scared: How to market your business and conquer your fear of video…even though it scares the crap out of you.,Karin Carr,5.0,42,10,2023-05-15,Computers & Technology
"Social Engineering: How Crowdmasters, Phreaks, Hackers, and Trolls Created a New Form of Manipulativ e Communication",Robert W. Gehl,4.0,9,10,2022-03-08,Computers & Technology
Principles and Practice of Clinical Research,John I. Gallin,4.5,46,10,2017-11-17,Computers & Technology
Blockchain for Business,Arun Jai Singh,4.1,59,10,2019-01-30,Computers & Technology
Data in Digital Advertising: Understand the Data Landscape and Design a Winning Strategy,Dominik Kosorin,4.3,53,10,2018-03-13,Computers & Technology
"Learning Java by Building Android Games: Learn Java and Android from scratch by building five exciting games, 3rd Edition",John Horton,3.8,23,10,2021-03-26,Computers & Technology
Artificial Intelligence - AI Governance and Cyber-Security: A beginner’s handbook on securing and governing AI systems,Taimur Ijlal,4.6,27,10,2022-04-18,Computers & Technology
Fool Proof Dictation: A No-Nonsense System for Effective & Rewarding Dictation (Fool Proof Writer Book 2),Christopher Downing,4.2,125,10,2017-08-06,Computers & Technology
System Design Interview for Beginners: Master the Ability to Tackle any System Design Scenario with Finesse | Become a Maestro of Technical Architectures,Paul Lin,5.0,230,10,2023-09-02,Computers & Technology
"The ChatGPT Billionaire: 15 Proven Methods to Make Money Online Every Month. The Complete, Practical and Step By Step Guide to Earn Money with Artificial Intelligence",Ryan Turner,3.1,24,10,2023-04-18,Computers & Technology
"Exploring Microsoft Excel's Hidden Treasures: Turbocharge your Excel proficiency with expert tips, automation techniques, and overlooked features",David Ringstrom,4.8,17,10,2022-09-16,Computers & Technology
"Metasploit Penetration Testing Cookbook: Evade antiviruses, bypass firewalls, and exploit complex environments with the most widely used penetration testing framework, 3rd Edition",Abhinav Singh,4.8,47,10,2018-02-26,Computers & Technology
Fundamentals of Music Processing: Using Python and Jupyter Notebooks,Meinard Müller,4.7,5,10,2021-04-09,Computers & Technology
Serverless Web Applications with AWS Amplify: Build Full-Stack Serverless Applications Using Amazon Web Services,Akshat Paul,3.0,1,10,2023-07-31,Computers & Technology
SHRM-CP/SHRM-SCP Certification Bundle (All-In-One),Dory Willer,4.3,80,10,2019-01-11,Computers & Technology
Lost in a Good Game: Why we play video games and what they can do for us,Pete Etchells,4.4,127,10,2019-04-04,Computers & Technology
The Mathematics of Secrets: Cryptography from Caesar Ciphers to Digital Encryption,Joshua Holden,4.7,80,10,2018-10-02,Computers & Technology
Windows APT Warfare: Identify and prevent Windows APT attacks effectively,Sheng-Hao Ma,5.0,3,10,2023-03-10,Computers & Technology
Supercharging Node.js Applications with Sequelize: Create high-quality Node.js apps effortlessly while interacting with your SQL database,Daniel Durante,4.2,5,10,2022-10-28,Computers & Technology
"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence",Nick Furneaux,4.8,85,10,2018-05-10,Computers & Technology
Social Media Success for Every Brand: The Five Pillars That Turn Posts into Profits (The StoryBrand Guides),Claire Diaz-Ortiz,4.5,210,10,2023-08-22,Computers & Technology
"OpenStack for Architects: Design production-ready private cloud infrastructure, 2nd Edition",Ben Silverman,4.4,18,10,2018-05-31,Computers & Technology
"KINDLE OASIS USER'S GUIDE: THE COMPLETE ALL-NEW EDITION: The Ultimate Manual To Set Up, Manage Your E-Reader, Advanced Tips And Tricks",QUICK GUIDES TEAM,3.9,172,10,2018-05-14,Computers & Technology
Financial Modeling Using Quantum Computing: Design and manage quantum machine learning solutions for financial analysis and decision making,Anshul Saxena,5.0,5,10,2023-05-31,Computers & Technology
Teach Yourself VISUALLY HTML and CSS (Teach Yourself VISUALLY (Tech)),Guy Hart-Davis,2.0,1,10,2023-07-17,Computers & Technology
"VISUAL STUDIO 2023: Step by Step Practical Guide for Beginners, Coders, Developers & Non-Developers",Davvy Knight,4.1,6,10,2023-02-21,Computers & Technology
Practical WebAssembly: Explore the fundamentals of WebAssembly programming using Rust,Sendil Kumar N,5.0,4,10,2022-05-02,Computers & Technology
Community Is Your Currency: 10 Steps to Creating A Thriving Online Community & Growing Your Business,Daisy Morris,5.0,12,10,2023-08-31,Computers & Technology
CCNA: Cisco Certified Network Associate: 200-301: Final Preparation for CCNA Certification,Alvin Stockhared,5.0,7,10,2023-03-14,Computers & Technology
"Clean Mobile Architecture: Become an Android, iOS, Flutter Architect",Petros Efthymiou,4.7,39,10,2022-04-08,Computers & Technology
KNX Advanced Course : April 2023,KNX Association,4.0,1,10,2023-06-06,Computers & Technology
Agile Application Security: Enabling Security in a Continuous Delivery Pipeline,Laura Bell,4.5,96,10,2017-09-08,Computers & Technology
Feature Engineering and Selection: A Practical Approach for Predictive Models (Chapman & Hall/CRC Data Science Series),Max Kuhn,4.5,67,10,2019-07-25,Computers & Technology
AWS Introduction,SK Singh,5.0,2,10,2023-03-31,Computers & Technology
"Digital Branding: A Complete Step-by-Step Guide to Strategy, Tactics, Tools and Measurement",Daniel Rowles,4.4,4,10,2022-01-03,Computers & Technology
LPI Security Essentials Study Guide: Exam 020-100,David Clinton,3.5,3,10,2023-05-19,Computers & Technology
The Creative Electronic Music Producer (Perspectives on Music Production),Thomas Brett,5.0,5,10,2021-07-01,Computers & Technology
Amazon Echo Show 15 User Guide: The Complete User Manual with Tips & Tricks for Beginners and Seniors to Master the New Amazon Echo Show 15 Best Hidden Features,Curtis Campbell,3.5,21,10,2021-12-26,Computers & Technology
"Security Orchestration, Automation, and Response for Security Analysts: Learn the secrets of SOAR to improve MTTA and MTTR and strengthen your organization's security posture",Benjamin Kovacevic,5.0,9,10,2023-07-21,Computers & Technology
ChatGPT for Beginners: Unlocking the Power of ChatGPT: A Beginner's Guide to Navigating the World of Artificial Intelligence and Conversational Interfaces,Sariah Itzayana,5.0,8,10,2023-05-12,Computers & Technology
Black AF History: The Un-Whitewashed Story of America,Michael Harriot,4.8,30,14,2023-09-19,Politics & Social Sciences
"The Origins of Woke: Civil Rights Law, Corporate America, and the Triumph of Identity Politics",Richard Hanania,4.8,16,14,2023-09-19,Politics & Social Sciences
Dark Future: Uncovering the Great Reset's Terrifying Next Phase (The Great Reset Series),Glenn Beck,4.8,571,14,2023-07-10,Politics & Social Sciences
American Gun: The True Story of the AR-15,Cameron McWhirter,5.0,2,14,2023-09-26,Politics & Social Sciences
21 Lessons for the 21st Century,Yuval Noah Harari,4.6,19429,14,2018-09-04,Politics & Social Sciences
"Battle of Ink and Ice: A Sensational Story of News Barons, North Pole Explorers, and the Making of Modern Media",Darrell Hartman,4.3,119,14,2023-06-06,Politics & Social Sciences
"Surprise, Kill, Vanish: The Secret History of CIA Paramilitary Armies, Operators, and Assassins",Annie Jacobsen,4.7,2739,14,2019-05-14,Politics & Social Sciences
The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,4.8,17574,14,2017-05-02,Politics & Social Sciences
American Breakdown: Why We No Longer Trust Our Leaders and Institutions and How We Can Rebuild Confidence,Gerard Baker,4.0,5,14,2023-09-12,Politics & Social Sciences
Seneca's Letters from a Stoic,Lucius Annaeus Seneca,4.7,4301,14,2022-01-30,Politics & Social Sciences
The Shadow Docket: How the Supreme Court Uses Stealth Rulings to Amass Power and Undermine the Republic,Stephen Vladeck,4.6,229,14,2023-05-16,Politics & Social Sciences
Wifedom: Mrs. Orwell's Invisible Life,Anna Funder,4.4,648,14,2023-08-22,Politics & Social Sciences
Finding Arthur: The True Origins of the Once and Future King,Adam Ardrey,4.3,122,14,2022-08-16,Politics & Social Sciences
"Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",Miranda Devine,4.6,10934,14,2021-11-30,Politics & Social Sciences
A Workbook for Arguments: A Complete Course in Critical Thinking,David R. Morrow,4.4,205,14,2019-12-13,Politics & Social Sciences
Assyria: The Rise and Fall of the World's First Empire,Eckart Frahm,4.6,117,14,2023-04-04,Politics & Social Sciences
The Biden Malaise: How America Bounces Back from Joe Biden's Dismal Repeat of the Jimmy Carter Years,Kimberley Strassel,4.5,89,14,2023-07-18,Politics & Social Sciences
American Government: Enduring Principles and Critical Choices,Marc Landy,4.5,15,14,2018-12-13,Politics & Social Sciences
The White Pill: A Tale of Good and Evil,Michael Malice,4.8,1082,14,2022-12-14,Politics & Social Sciences
"An Introduction to Popular Culture in the US: People, Politics, and Power",Jenn Brandt,4.3,84,14,2018-01-25,Politics & Social Sciences
Manhood: The Masculine Virtues America Needs,Josh Hawley,4.4,301,14,2023-05-16,Politics & Social Sciences
"Africana Studies: A Survey of Africa and the African Diaspora, Fourth Edition",Mario Azevedo,4.6,50,14,2019-07-08,Politics & Social Sciences
Introduction to Sociology (Seagull Twelfth Edition),Anthony Giddens,4.5,203,14,2021-07-01,Politics & Social Sciences
They Knew: How a Culture of Conspiracy Keeps America Complacent,Sarah Kendzior,4.6,236,14,2022-09-13,Politics & Social Sciences
Women Rowing North: Navigating Life’s Currents and Flourishing As We Age,Mary Pipher,4.2,2811,14,2019-01-15,Politics & Social Sciences
"Dating Sucks, but You Don't: The Modern Guy's Guide to Total Confidence, Romantic Connection, and Finding the Perfect Partner",Connell Barrett,4.5,371,14,2021-05-11,Politics & Social Sciences
Transitions (40th Anniversary Edition): Making Sense of Life's Changes,William Bridges,4.6,519,14,2019-12-17,Politics & Social Sciences
The Breach: The Untold Story of the Investigation into January 6th,Denver Riggleman,4.5,504,14,2022-09-27,Politics & Social Sciences
Left Is Not Woke,Susan Neiman,4.2,64,14,2023-03-13,Politics & Social Sciences
The Only Grant-Writing Book You'll Ever Need,Ellen Karsh,4.5,1481,14,2019-11-05,Politics & Social Sciences
The Rise and Fall of the Neoliberal Order: America and the World in the Free Market Era,Gary Gerstle,4.4,391,14,2022-03-01,Politics & Social Sciences
"The Madness of Crowds: Gender, Race and Identity",Douglas Murray,4.7,8722,14,2019-09-17,Politics & Social Sciences
"The Narrow Corridor: States, Societies, and the Fate of Liberty",Daron Acemoglu,4.6,806,14,2019-09-24,Politics & Social Sciences
The Delusions of Crowds: Why People Go Mad in Groups,William J. Bernstein,4.2,194,14,2023-02-22,Politics & Social Sciences
Criminal Investigation: The Art and the Science,Michael D. Lyman,4.4,176,14,2019-01-01,Politics & Social Sciences
The Choice: A true story of hope,Edith Eger,4.8,28493,14,2017-09-07,Politics & Social Sciences
Crack-Up Capitalism: Market Radicals and the Dream of a World Without Democracy,Quinn Slobodian,4.5,43,14,2023-04-04,Politics & Social Sciences
"The Arc of a Covenant: The United States, Israel, and the Fate of the Jewish People",Walter Russell Mead,4.5,153,14,2022-07-05,Politics & Social Sciences
Light on Yoga: The Definitive Guide to Yoga Practice,B. K. S. Iyengar,4.6,3302,14,2022-05-05,Politics & Social Sciences
Teaching Black History to White People,Leonard N. Moore,4.7,94,14,2021-09-14,Politics & Social Sciences
Live to See the Day: Coming of Age in American Poverty,Nikhil Goyal,4.1,8,14,2023-08-22,Politics & Social Sciences
"The Truth about Energy, Global Warming, and Climate Change: Exposing Climate Lies in an Age of Disinformation",Jerome R. Corsi,4.6,181,14,2022-07-26,Politics & Social Sciences
The Second Founding: How the Civil War and Reconstruction Remade the Constitution,Eric Foner,4.7,1052,14,2019-09-17,Politics & Social Sciences
The History of Philosophy,A. C. Grayling,4.5,666,14,2019-11-05,Politics & Social Sciences
"Human Resource Management in Public Service: Paradoxes, Processes, and Problems",Evan M. Berman,4.5,36,14,2021-07-14,Politics & Social Sciences
Wordslut: A Feminist Guide to Taking Back the English Language,Amanda Montell,4.6,753,14,2019-05-28,Politics & Social Sciences
Countdown to Socialism: The National Democratic Revolution in South Africa Since 1994,Anthea Jeffery,4.7,7,14,2023-07-19,Politics & Social Sciences
Almost Everything: Notes on Hope,Anne Lamott,4.5,2020,14,2018-10-16,Politics & Social Sciences
Danger Zone: The Coming Conflict with China,Michael Beckley,4.3,297,14,2022-08-16,Politics & Social Sciences
Red Memory: The Afterlives of China's Cultural Revolution,Tania Branigan,3.9,41,14,2023-05-09,Politics & Social Sciences
From Plato to Plantinga: An Introduction to Philosophy: 2021 Updated Edition,Carey Ford,4.0,28,14,2021-05-18,Politics & Social Sciences
Attractive Forces: A YA/New Adult MM Standalone Romance,Jax Calder,4.6,896,14,2022-10-20,Politics & Social Sciences
January 6: How Democrats Used the Capitol Protest to Launch a War on Terror Against the Political Right,Julie Kelly,4.8,1250,14,2021-12-30,Politics & Social Sciences
For Brown Girls with Sharp Edges and Tender Hearts: A Love Letter to Women of Color,Prisca Dorcas Mojica Rodriguez,4.8,618,14,2021-09-07,Politics & Social Sciences
"The Opium War: Drugs, Dreams, and the Making of Modern China",Julia Lovell,4.3,393,14,2022-09-01,Politics & Social Sciences
The Age of Migration: International Population Movements in the Modern World,Hein de Haas,4.7,60,14,2019-11-21,Politics & Social Sciences
Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,4.7,11081,14,2021-04-20,Politics & Social Sciences
A Haunted History of Invisible Women: True Stories of America's Ghosts,Leanna Renee Hieber,4.0,125,14,2022-09-27,Politics & Social Sciences
Conscious: A Brief Guide to the Fundamental Mystery of the Mind,Annaka Harris,4.4,1946,14,2019-06-04,Politics & Social Sciences
The Evil Twins of Technocracy and Transhumanism,Patrick Wood,4.7,65,14,2022-11-28,Politics & Social Sciences
The Cult of the Constitution: Our Deadly Devotion to Guns and Free Speech,Mary Anne Franks,4.3,133,14,2023-05-25,Politics & Social Sciences
The Right to Sex: Feminism in the Twenty-First Century,Amia Srinivasan,4.4,419,14,2021-09-21,Politics & Social Sciences
